Datum,WGS 84
WP,DMX,VI5025,49,0.237,14,46.264,09/03/2008,00:00:00,Тршебонь от Volchki
WP,DMX,VI5027,43,7.653,107,7.696,08/17/2008,00:00:00,Монастырь Дэмчигийн-Хийд от Gek Finn
WP,DMX,VI5041,47,16.654,12,49.570,09/04/2008,00:00:00,Глосглоккнерское высокогорное шоссе от Volchki
WP,DMX,VI5042,50,5.052,7,45.895,09/20/2008,00:00:00,Пфальцграфенштайн от Железнодорожник
WP,DMX,VI5090,13,24.884,103,51.769,01/01/2009,00:00:00,Ангкор! Ещё Ангкор! от Jery
WP,DMX,MV5112,66,32.405,25,48.066,01/04/2009,00:00:00,Лапландия – страна Деда Мороза от Nata&Serg
WP,DMX,VI5114,13,16.407,103,49.296,01/08/2009,00:00:00,На озере Тонлесап от Jery
WP,DMX,MV5129,50,43.066,4,23.856,01/05/2009,00:00:00,Битва при Ватерлоо от ЖЖ и Chuma
WP,DMX,MV5130,52,4.759,4,18.738,01/03/2009,00:00:00,Прогулка по Гааге от ЖЖ и Chuma
WP,DMX,MV5133,51,3.278,3,43.211,01/06/2009,00:00:00,Гент от ЖЖ и Chuma
WP,DMX,MV5134,51,12.043,3,13.440,01/06/2009,00:00:00,Брюгге – Cеверная Венеция от ЖЖ и Chuma
WP,DMX,VI5153,12,55.375,100,46.768,01/16/2009,00:00:00,Верхом на Калане от Jery
WP,DMX,VI5159,41,4.471,1,8.189,07/18/2008,00:00:00,Cалоу от November
WP,DMX,VI5173,41,3.876,1,3.521,07/18/2008,00:00:00,Камбрилс от November
WP,DMX,TR5176,41,50.466,12,31.993,01/08/2009,00:00:00,Римская магистраль (Via Appia Antica ) от Еврокешинг
WP,DMX,VI5179,40,48.199,14,20.919,01/06/2009,00:00:00,Жертва вулкана (Ercolano) от Еврокешинг
WP,DMX,VI5193,14,2.494,99,30.243,01/25/2009,00:00:00,Мосты через реку Квай от Jery
WP,DMX,VI5195,62,55.067,28,7.980,01/06/2009,00:00:00,Кирха в Рииставеси от Nata&Serg
WP,DMX,VI5231,14,2.456,99,14.556,02/05/2009,00:00:00,Форпост Кхмерской империи от Jery
WP,DMX,TR5264,-14,42.433,-75,6.198,02/21/2009,00:00:00,Наска. Исчезнувшая цивилизация? от carpet
WP,DMX,VI5323,40,1.925,0,0.000,07/23/2008,00:00:00,Нулевой меридиан от November
WP,DMX,TR5388,37,57.143,15,20.402,03/27/2009,00:00:00,Cавока от Shrek
WP,DMX,MS5403,37,13.936,14,31.051,03/24/2009,00:00:00,Кальтаджироне от Shrek
WP,DMX,MV5441,52,23.255,4,38.362,04/05/2009,00:00:00,Харлем от Cемья Тумановых
WP,DMX,VI5508,49,56.117,6,12.125,04/07/2009,00:00:00,Древняя крепость герцогов Нассау и не только... от Cемья Тумановых
WP,DMX,VI5598,42,16.101,2,57.573,07/25/2008,00:00:00,Театр-музей Дали от November
WP,DMX,MV5601,52,38.102,22,3.139,05/02/2009,00:00:00,Треблинка - лагерь смерти от Nata&Serg
WP,DMX,VI5603,49,59.064,20,3.417,05/05/2009,00:00:00,Величка - величайший подземный музей от Nata&Serg
WP,DMX,VI5606,49,7.629,16,45.726,05/05/2009,00:00:00,Битва трёх императоров под Аустерлицем от Nata&Serg
WP,DMX,MV5618,48,0.460,16,13.967,04/22/2009,00:00:00,Баден от ЖЖ и Chuma
WP,DMX,VI5625,50,27.251,19,33.219,05/03/2009,00:00:00,Замок Огроденец от Nata&Serg
WP,DMX,VI5724,36,0.676,-84,15.766,05/10/2009,00:00:00,Колокол Мира от isilgan
WP,DMX,VI5752,35,57.376,-83,52.012,05/12/2009,00:00:00,Природный Ijams-центр от isilgan
WP,DMX,MV5770,48,10.701,16,18.520,04/24/2009,00:00:00,Венский вальс от ЖЖ и Chuma
WP,DMX,VI5775,35,36.647,-83,25.515,05/14/2009,00:00:00,"Большие Дымные горы" от isilgan
WP,DMX,TR5780,49,22.195,16,43.377,11/11/2008,00:00:00,Моравский крас от Конунг Имраэль
WP,DMX,TR5781,61,29.201,29,12.871,06/03/2009,00:00:00,Haukkavuori от CаРа
WP,DMX,VI5802,32,6.990,77,10.099,04/09/2009,00:00:00,Дом-музей Рериха в Наггаре от Боцман
WP,DMX,VI5837,31,59.506,77,30.585,04/08/2009,00:00:00,Горячие источники Маникарана от Боцман
WP,DMX,VI5840,19,53.260,86,5.143,04/17/2009,00:00:00,Храм любви и солнца от Боцман
WP,DMX,VI5862,35,57.704,-83,55.386,05/16/2009,00:00:00,Cолнечная сфера от isilgan
WP,DMX,TR5878,43,12.032,101,50.409,08/20/2008,00:00:00,Вулкан Ноён-Уул от Gek Finn
WP,DMX,TR5879,48,35.333,90,0.155,08/08/2008,00:00:00,Толбо - Нуур от Gek Finn
WP,DMX,TR5880,51,13.221,100,45.587,08/28/2008,00:00:00,Хубсугул. Чайный путь от Gek Finn
WP,DMX,VI5881,50,59.931,100,43.069,08/27/2008,00:00:00,Хубсугул. Перевал от Gek Finn
WP,DMX,MS5884,59,15.492,17,12.962,06/06/2009,00:00:00,Очарование замка Грипсхольм от Mila&Lenich
